account_number,account_type,balance,last_transaction_date,last_transaction_id,last_transaction_amount
GT37 CQFO JUYO K6J0 9TOX 4UIN OY1J,Checking,$80781.33,2019-12-23 14:34:04,1BDZrEhXDsve3TnB1b8RQJZTH4qaxbz4ri,$639.03
BR92 3258 2338 5585 5582 2570 577Z B,Brokerage,$99021.93,2019-12-20 18:54:41,1Mg9yibLUj8xeYParbFQJ94ANFW9thm8EB,$191.74
RO36 UBRO 2TCH 7STA AARY L0C2,Brokerage,$23234.70,2020-04-30 21:47:50,1HfaxpEmoSfMJDYLpv2eyrcPrzNWzBXmkx,$-309.72
LT40 1265 3552 8532 0170,Checking,$31079.72,2019-08-24 08:55:17,1Le3ga2nQtLDNa1vVPRAnBjSAjrsAmBeTe,$-1181.99
LT23 4371 4515 8139 3316,Checking,$27819.83,2020-01-19 14:30:11,12qr75SjFcMB1kcJwTZ3M7rBTzs9fFoADt,$68.68
MK43 092O Z7IC PS35 179,Checking,$99609.71,2019-12-05 00:05:40,113y652jDXmCWHMGQ7Mm6hcwyK6FvQMYrC,$-804.09
SE58 2313 2242 8847 9106 9137,Brokerage,$25847.34,2020-01-08 15:52:49,1KKibq1EC386k4L1Rx2u86XrGN9a247VMk,$503.79
DK30 2266 1245 1564 17,Checking,$30241.88,2020-06-24 22:05:27,1LwyPgdCZX4rAubEHCWgrF2JbJxMs9mgW1,$-855.45
BR25 0157 7566 3116 8068 4722 139U 8,Checking,$40545.96,2019-09-19 15:25:20,18EoW3jcaUsYFecauziBeeMW4JZZ8pNYm1,$-531.73
RO59 FQOD 0FZB SAVN XBJG YPNX,Brokerage,$15615.95,2020-06-22 09:42:39,17FLLwLM8KTaFKg4AY2cfXms3SPY89Cma1,$459.40
DO56 PVQS 9799 9545 7448 2456 7786,Brokerage,$44015.15,2019-10-20 07:43:40,15BMiPikiiuSpvAky8S31FRsmZraCiVLr8,$285.42
NL68 DRAR 5152 6591 68,Checking,$82814.39,2019-10-27 02:04:23,14zFuJmgpUJv5c2w55mF3rdBVyNnq7rbYD,$605.45
KW59 QYYN ZYIL 7KEJ EJOR EJBB GSFO 6K,Checking,$59358.94,2019-09-20 10:02:04,1FAa12BLkKgws6tLvLhYMzyhGD15nE2yf4,$-1199.84
BG19 AOBL 5982 52CB BZDB BX,Brokerage,$79297.94,2020-02-10 20:42:45,16me8ngNwttxSWdr47gFPiRGt5UmHnicPN,$-624.22
DE63 5756 0889 8125 0086 60,Savings,$77909.91,2019-10-06 17:38:38,1BTgPPNPAZ5dEJpjSV2pUQnHbcT5TdPhaB,$780.01
TR76 9886 66H9 ABQ0 UHUK RTUA XG,Savings,$65476.03,2019-12-21 20:15:01,1Pv6EEGa36mNa5N3SDLDfr8CZCroKxwDiM,$551.61
IS72 6510 7260 4795 9187 9533 99,Brokerage,$23422.51,2019-12-17 03:33:13,15diJUPL376VJbJbpMcE1U3qxi8h7H53R3,$-751.40
KZ03 225C QDLI IUES MILA,Savings,$69721.58,2019-07-29 01:45:52,19xML678DRbHGKNNfi72nUBgdKGX34P5CC,$122.20
IS58 7053 0390 6881 1926 6977 50,Brokerage,$25125.13,2020-06-09 17:17:00,1FXYw5udEoZ1aEGSkEbYu26wCP3zoaNiKc,$-1425.68
TN49 5691 9025 5062 9696 9078,Brokerage,$87730.13,2020-02-06 19:55:55,1FZ9ga1S6S6JLyLtjVdW3W5yGKLZ3o2f5C,$-58.61
MK73 120B G2MI EASG A86,Checking,$73707.46,2020-01-27 10:42:25,1MBTf3FstbjdKNH6Gs6X2YNVM3fskRtdsS,$-499.55
FR25 0636 9816 99XD 6AP2 6D1V P36,Checking,$54783.51,2020-03-16 02:31:58,1CptmQ1zwnevGi8nQXWcq7d3LisP55m9uA,$-1134.54
FR85 7628 8128 70CZ SK9L NNF0 J27,Brokerage,$10511.38,2019-12-23 00:29:48,129XD9TUtykvVSvn81Pc2dVfuLxiXQL9Sf,$396.17
MR80 9026 2597 0107 8121 2889 100,Checking,$28295.15,2020-01-11 08:02:12,1QJu3RkU1MQyASHvFRDZLHotKzCutisubp,$867.83
FR61 0377 0163 151W L7IP HV88 X78,Savings,$69933.21,2020-06-07 18:27:48,1MYAohSKYxPQxBEwuM8JsssEdduFQMdZ2k,$33.91
TN83 1685 9288 3294 2749 9039,Checking,$56231.29,2019-07-06 05:58:28,1J7gbwwd5rkDAetCD6ijLvDeyn7CbX21s,$825.77
IS43 7161 5693 7662 6955 1734 48,Checking,$95036.89,2020-03-11 18:44:41,1E1U1PJtBrMqroA5Dj3xZEFyJ9wMuLHFHB,$772.03
FR16 4772 0156 88XM OOLD DYTZ Z61,Checking,$86119.26,2019-06-25 11:54:52,1MKLMfDRZcLMeQ3Aot1XmBnWz7Nu9zaNaY,$838.11
FR68 2223 0225 02FY GM2R NWW7 I20,Checking,$6102.87,2019-06-27 10:27:27,1GPQVMKGLwchVmiWaNTgKJgYAq8X3R2BRz,$-1143.46
CZ95 1078 7147 2368 9988 0568,Brokerage,$95251.06,2019-11-08 19:51:00,17mVpiLtHbW89cm53pXAPujaXxuGcrUGou,$-1318.11
LI91 0123 6SVI HO5R PFF0 A,Checking,$37056.97,2020-03-30 11:03:23,1Kr33xtXYSjU2ZywSz5y1U6LsUaL3SSbXJ,$-309.36
CH63 4546 5T6L YNQF CAQB S,Savings,$49634.22,2019-08-07 22:00:50,1EuG2TaqePB8uNBUDQCqFGP8CwfGiHfAPy,$704.69
BE19 1509 8223 2759,Checking,$77733.06,2019-11-04 04:58:47,1HfkcwgoThfEjWkScGZBNgvMWTzRsiTb7t,$-428.64
SI21 9413 1173 1326 499,Checking,$84767.93,2019-09-13 16:50:21,15ougtpJeaAPnBCcvz6QGz4NM66bmFHfav,$638.44
FI52 3266 8666 6011 52,Brokerage,$55132.18,2019-06-25 14:28:34,112g3k1eK9xvxLcZFhfoU93kSe6LHynzSM,$797.15
IS44 0483 1077 0393 2034 1158 23,Savings,$38193.16,2020-02-16 21:59:03,15geBa5g9zTy2erkUBdUHApEG9r3vBdv7Z,$-1426.16
AD42 6810 9406 JPEA OUTW N0JY,Savings,$51584.42,2019-09-13 23:01:54,19JXZ58aWDggQ7fntq6XtPeEjMevdz7VES,$-312.45
RO83 XCFM SPMX 23PE PSXT OKQ3,Savings,$86048.08,2020-04-18 05:55:27,12yHPhMtMdjvjLsVL9nbjRkm87Kgvyq8LG,$256.28
FR83 8117 4379 63I8 0GQC JCNV H36,Brokerage,$13424.07,2020-05-02 23:33:42,1QKqxj3wRdqVdLHzQpYA5KFt36jrUBzmMv,$-767.07
BH61 PTBI XUTE NMUB I42X WG,Brokerage,$4058.09,2019-10-16 23:25:44,1KjiGyqaoTf68MsQ35TcyTgcmTC8ez9cK9,$-123.19
ES65 2728 2646 9920 9577 0996,Savings,$13079.86,2019-07-13 16:37:14,1PW2yXh5Njt3TiKgL15HdfnRfxFA3azJ9j,$-536.69
MT72 FYPM 1519 0A7C BTDA QA0Q 8OYU EZD,Checking,$25509.64,2020-02-16 09:11:08,12zWHmaEMBweFw1fv1toj5YLY3s88yq6Qa,$599.44
PL65 6892 6249 2876 8742 1583 3428,Savings,$32880.10,2019-08-07 13:43:35,1Q7MCtXrr7MXB5o7u6qpFDR9xk1MZBwHe7,$-1441.43
IS89 0921 4462 0602 8352 5153 70,Brokerage,$79422.91,2019-11-12 11:27:45,1HLbaUHwnpgqEyNUTqaMPeYVrrZEQnBxRe,$-1325.62
PT89 6233 4955 6490 2496 7449 8,Checking,$12674.40,2019-09-29 01:18:53,1FSYGRXCaKgmPve9bgT2mLdfT3cAqLpcWr,$-36.99
FI87 4367 2573 6871 25,Checking,$77565.18,2020-06-17 22:28:27,13wstD2VunAYvWKqrEZajAb6KbM2MdGvxR,$235.42
IT84 A216 8688 9090 3JPV PTPK ASP,Checking,$16197.72,2019-08-02 09:52:12,1GvcpafZGfibfxw4Pj4Rwuei22C57jaANA,$-871.54
SK24 9390 7683 4572 9188 5560,Checking,$32053.28,2019-09-12 07:47:40,1Nthn2tM3J1zHCNtpTDR9ELL6YFw5BSPCd,$-290.99
KW50 EUQX G8O8 BMDQ W90F KLIT F1AG 6P,Brokerage,$68164.09,2019-07-07 06:10:45,19YHwN99Yr8JbcBcuYDBvGXz8pCJZxQC9b,$429.18
GR17 8776 916J FKFH 5HSD J0ST 0L9,Brokerage,$64417.99,2020-01-17 05:16:15,1CDRNpxnReZydmtsJ6KUibA2zm9t8hsNEV,$-656.49
GR12 9628 309J BEJY URZR 9HKS MNH,Checking,$39588.31,2020-04-25 06:58:40,1NNf1RGnTPotCH7uV1YQEUazDqVUSYNFMQ,$-732.69
TR42 4686 0XOG CQCZ VAJU G4YZ IJ,Checking,$2604.36,2019-09-06 04:58:51,1Pcaqz5qwCTB31ujQqqpwdALZ3c6WWb9pC,$-1307.86
FI79 6351 9449 6905 51,Savings,$47826.71,2019-10-01 15:34:40,15tZRuGPTMaE5iRMVQaFct3FBJePwgfstK,$-810.28
LB45 5553 ULWG Z37W OFZQ YJSU HYLE,Savings,$37132.14,2020-03-03 11:58:22,16nFCwntpZGToUqHRuoHWuGeiJY1MYwTkX,$-531.18
NL50 PXZQ 5192 3635 97,Brokerage,$37983.13,2020-03-11 13:36:13,1FkoRHUL6MmpC4H3M1YfKtHSw55YP96bRy,$525.48
FR26 6169 6213 57HQ NAK4 PQ0J E44,Brokerage,$64742.20,2019-09-03 08:15:43,14ATnG8Z9robg1YNQqeiTZDC6ZaZK1tmvk,$-1252.01
PS64 WCOG DXKV BSLM JPXU KLOE BMJB O,Checking,$72979.66,2020-03-30 06:05:37,1HUJtinUhuE79HJWEdrip5Qnnz9yVdYHgZ,$369.11
GT87 M3E8 KRQW 51B8 RMHC VAMP NZNQ,Savings,$55417.72,2020-02-03 14:15:56,1KXm5WXNMr4DU9wUdZSmLtor49gcFN4wZ3,$-1413.38
SK38 3591 5096 0458 3238 5749,Savings,$55955.72,2019-07-14 19:25:21,1Kja9jLPv2vjWuwWbuwt6yo8GbxdDLRh3i,$523.17
KW24 SDCM SD0H XJ8T 4FOD YSII 5C69 LO,Checking,$78301.16,2020-05-28 00:16:10,1JGYXFfpSy36FyKzN25H3dLNsfuMiSLabe,$-834.38
SK07 1469 9180 1721 8540 0445,Checking,$55279.61,2020-06-14 13:38:21,1PwEcKJMCZ8CSjCM2oUYHaSY2zFgCESmUT,$-559.50
FR64 9203 4280 09ZK D8YH W6NF L60,Checking,$19578.55,2019-12-19 09:53:18,1KkxAWJLuKc3RpBGuvzU9tZKGgkRrnu5sd,$553.70
DO23 VRUW 4417 8557 6122 0212 5464,Checking,$44580.51,2020-02-06 00:54:04,1H8Vuxhkc5LUYPCpqdzgm7wnKjcJYbYXJP,$-1339.71
TR16 4742 0YUJ ACUO 9HNE CTQ7 AH,Checking,$88098.79,2019-10-06 12:04:09,152nBECRn38DZMdpKzmtUZjoHUD7SrdTzk,$211.19
PT57 1647 5091 6487 0913 8257 8,Savings,$73038.15,2020-02-07 16:06:19,1WK5kba1DxXPWGs7BmtHRxkGjLskSbop4,$-60.63
GE53 QN04 1646 2010 7654 39,Checking,$85895.46,2019-08-19 16:08:36,1639ERjUjkbUQYg7jU2C84pSf36o5sss6A,$-1310.65
BE18 6083 1175 4660,Checking,$34605.35,2019-08-31 20:17:58,17qRC7v57t85pZohwMJXWXtn2S5ptovHSp,$-47.15
FR97 4464 4443 68MH RDCK Z80L Q29,Checking,$87588.14,2019-08-10 18:35:44,188gQnKEeqG7S1xSNM7QVkD7JU9ipx2xpD,$-1295.54
KW20 ZOGT LS4L RRKA CVOD CTUH WLYM KN,Brokerage,$76396.66,2020-04-22 06:44:07,1Pg8tCR2FWW32fSYwTjpEKHSLe3MfHiRDY,$110.18
RS93 5960 8938 1692 0207 30,Checking,$3239.30,2019-06-25 08:47:03,1MpuAbP6iiQ9GyHKyLNd9dU8qsdudqPzEG,$-909.64
BG48 DTZB 7216 16NY LWC2 JR,Savings,$38926.04,2019-10-30 15:09:53,1PYuJQVDCw8gMGoyKL51grHwSfYCTYTCKv,$690.08
MU53 RAFR 7268 2327 4462 0301 722Q LQ,Savings,$58718.05,2019-10-09 17:45:40,12y9de5mxLxSGuxNvjQJULxVze4K56ca4x,$-1248.31
LV79 QHVD YIM0 DBXZ ZULV X,Brokerage,$90454.06,2019-10-09 12:57:11,1CJs5Eu5D1qAup9GCW7zN6kAGXTaUR6Qs5,$-706.75
MD35 KRXN WSVE BHPA 512T ERLO,Savings,$58856.33,2019-10-26 03:26:40,1Ns7nvRrRjqEfJSizQgsY4wXwydV3cAhL,$-351.61
MU30 VWXM 7629 6569 8338 8085 368S ZJ,Checking,$91154.14,2019-12-27 21:13:05,17DgEq8HtbAbameiKHeKMpALMHuzA8FeVy,$-1135.79
NO61 4436 6825 547,Checking,$37864.83,2020-06-10 20:59:07,12eKwPSitRyFZLxdxdStkJG2aESoNNkpj2,$-1410.02
AL92 4861 1582 DIOR DADN QYJS UGZQ,Brokerage,$58923.41,2020-04-26 02:57:09,1Cnji6dQBr6JNfy68gAAEWMYgUeLxsXYa2,$-836.25
HU45 9380 6617 2335 7445 6381 3058,Checking,$48762.32,2020-04-14 08:28:01,13cRMtVdT8Czqy7TLutgN4XX52TdCRbCBp,$685.68
PL05 2646 0662 5092 1376 3696 2004,Checking,$55687.03,2019-08-09 05:17:32,14Mk8aKLR3sKutw948cuB6jZHt4QQYaEnw,$-128.61
PL82 4812 3536 0644 3681 9752 0135,Savings,$45508.50,2020-05-16 14:59:54,1M2nvNjeUkVsAa6jAjVxXHu95CHW2ciSj7,$-1425.89
SE43 3410 7537 8089 2683 4592,Checking,$61056.53,2020-06-12 13:20:35,1Ej1SWpDXAwTw8QE1shVFsLBNxeEHm3Q2n,$-1062.20
AE35 4385 8642 5600 2707 253,Savings,$15081.28,2020-03-20 13:50:41,1CahbptjEZHmeS4m277ebZCVYbc9hx8XDH,$256.11
SA30 15GM FBIO HQ96 RTEE XYX4,Checking,$45443.29,2020-01-05 13:20:26,14hEqcgeUEWdARAbNrW8WTYwPcHS5HXwoW,$671.98
PT92 9715 9139 1950 1256 9285 1,Savings,$12047.93,2020-03-16 18:05:27,1926qQi5UetHpHb9x9nnsc8dr1ZeTLHVRD,$617.74
BA09 9001 4777 1096 8939,Brokerage,$75427.55,2020-06-07 03:52:06,1Gv1xQU7dqv4EDs65MGBrCXDC3dWohSeVZ,$-159.87
BG44 TTMU 6127 20MI 6S6H KU,Checking,$44872.91,2019-09-01 23:51:35,14t8ZyintUPgz6cyygTP7coDzNXypFg9ZY,$-16.09
GT78 FASW VAUI IAZM 6RGX IKH5 NM69,Brokerage,$21883.69,2019-12-06 13:08:13,1LLsiGts441Q4cRgUx2RoYEndZz3zrBuox,$-599.68
FR52 4059 4203 73FC BYLI D0HQ J16,Checking,$48517.85,2020-01-16 12:51:43,1KtYoXg6zwRqksKGGckapXNK292nSzBoBs,$-1459.03
FR69 4561 6787 16JV NQUY 950N 977,Savings,$62179.79,2019-12-29 18:42:21,16NSbgkPyw17uMCZb1pCbWruUVBNLodSo,$-309.22
TN18 4414 4504 3224 5612 5891,Checking,$14762.58,2019-07-03 21:07:14,19RVc6nTwXAp7DWYxK3gqSzkgb36Mwm6zw,$324.11
MK04 828N OG1W A4MH J30,Checking,$46260.19,2019-08-27 06:59:09,13uvPjGmzHTiKYmFLEq5jG53dKmCaFnPLm,$675.24
LV75 ZGXV ZP3V YIMM GF7Z V,Savings,$49091.34,2020-04-03 02:29:10,13JS7jWq9RKqPhS56ETtEyy2u3hQQMbBnN,$-470.42
FI24 5965 0150 6330 86,Savings,$64945.17,2019-07-27 05:58:43,14MrX1MXffVd2JSMo6tYVQq6FnhKBg8LG9,$-636.46
MU86 SFKV 8544 8944 2643 4426 250X US,Savings,$34087.29,2020-04-09 06:42:17,1K9xKeVmNJfCt6XauVJZNzYySwuEvpCKCF,$-648.27
DE59 0533 6907 8209 3992 93,Savings,$50258.23,2020-03-30 15:03:14,13cs4cEeuAvZukDs8MsuN4FL1xB9sUK4JA,$499.90
PL72 5132 9451 7084 4765 9639 8575,Checking,$9056.83,2019-12-30 01:08:23,1D8RRxjecvsQjwaem73BRXjATacAWVzDJG,$290.49
SK97 6246 2226 3572 6767 2804,Savings,$45071.83,2019-10-09 22:17:30,14gZhxDxxGxJYLEzVz9S3CMc5vY4uwDivc,$46.66
FR32 6235 9744 98SV PVEL TAPA L35,Checking,$24730.77,2019-07-10 15:46:33,1NYPtAYAMDEuG3AqWdab5Byb27Eiej79LK,$-750.02
HU91 3594 9199 8330 6902 1454 0138,Savings,$6062.97,2019-09-24 00:19:31,1DU79b8zdH7xfzp9TvZs9QV7yTyUJsUus1,$-573.05
HU82 9504 5535 8621 1275 4736 1321,Brokerage,$65124.56,2019-08-12 16:54:23,1KCFhtqrRqimCgnhLg6WL3A8ozfqUuuo8Z,$-537.07
CZ62 7146 9273 7706 7345 0612,Brokerage,$34242.66,2019-11-07 17:02:35,17cvVTbqWvRTzhae6HMjeMhgaZCYkfMkj5,$-1499.51
FR80 5473 8850 66VG PZUU F9RQ L54,Brokerage,$48101.16,2020-05-27 08:36:26,1Lot5ZP4Lko1NiiZxMCNgEpcgkNVrVjbdH,$-1329.70
SI81 9281 7554 8711 509,Checking,$68816.73,2020-05-11 18:01:08,15X4u6oP44yRe13SCLJ9bVNmf8GwMiDxKo,$-757.50
IE57 ORHE 6669 5852 0191 69,Checking,$38535.07,2019-09-01 03:26:53,1ArU4zwKwQueZ324bBcWcA5i4hiYwJAuNc,$-81.51
TR27 1634 0XFW PIHQ Y6DG BCO5 L3,Checking,$72187.66,2019-09-01 21:51:22,1AZQEkzomQDsngjsyokkMLaAo7vAe4JsPE,$421.22
BG29 UHNC 4156 52P1 TGRY XS,Checking,$10768.94,2020-02-02 10:04:44,18QY6gtsZ4uyCit3ApT6QriNminZB9V3fP,$722.10
SA36 32LQ DEFB VIJX ASLL OTCD,Checking,$54425.87,2020-04-30 03:25:03,1DyTYWfcnCnzqwjM5Q3a4VVQzEQy1G24K6,$-186.17
GL44 9852 4792 2575 32,Brokerage,$38100.52,2020-01-08 22:49:55,1CSuVSjkD8rNAZAUbR743m5p1Uogcpw3Gp,$-78.49
CH56 1522 3P8Y MZMQ CRMW G,Checking,$62495.89,2019-07-11 00:25:18,1CPwPLBVGP8APnqSBw2WqP4d9gFeQo3rbc,$802.94
MK78 635C YSNL L9KO Z16,Brokerage,$85443.83,2020-03-03 09:49:52,1H6abDe7hkBez68Z2ekay6JBP9McRTa9SP,$-1000.19
LT08 4078 2514 1639 0876,Savings,$70748.85,2019-10-27 22:28:22,1K7kQw22LfdrQSb8DQtJafgEkCzkgpBNEy,$-202.89
VG17 OOLO 8974 7898 3730 4889,Checking,$61413.54,2019-07-18 00:24:42,1PdzG2LVZ6NhLgThMURxBvogMyapNsiT9D,$726.88
PT37 2210 2104 5213 4455 4564 3,Checking,$31962.03,2019-08-05 02:53:29,137Mj4rCqQXW85TPpBthPMEMdA94YvGB7u,$-586.04
AD35 1060 8857 PN75 BVOK R6MO,Savings,$22393.73,2019-12-14 17:39:31,18GVuawfEEPmpa8Sap6u3jTqu1599nyfR9,$-1231.10
ES96 7901 7873 3739 1975 6841,Brokerage,$97666.97,2019-12-09 07:14:14,19hBeuEieV8U1i7HTJ2rcpHkzx9LDuJmv2,$-1367.05
FO13 5954 1670 9282 73,Checking,$72557.51,2019-08-16 14:06:51,18fr5VD2sWNtTHnB3536CG4LWb8AiEknPg,$-940.44
KW53 ESRF IBSO LA3X LKWG K67R IU1X KI,Checking,$51104.06,2019-07-03 19:54:30,1BwE8yNPyKwYd9oitYpmA46Tp2wq233BdY,$578.18
FR31 4044 0736 15TA DK5L XLLD A10,Brokerage,$12537.02,2020-03-22 23:08:19,1NeVWT6TwGwxAChF3NVzLN7FCrVh5shgZk,$-977.18
GR59 3725 749B 6HD6 JSRP JEFK EAJ,Checking,$5332.63,2020-03-10 15:48:11,18YwEvPFnJ9kBQjUhRB1drtXkoAvf7X7ka,$-978.31
GT33 FNQU KACH OVPG N4ZU UW5M 40LL,Checking,$14736.02,2020-02-18 12:24:22,14TmWegfxkc5zo4BCRs24GcaT5NBC2JnGY,$-107.47
FR68 2463 7779 36YI M1HQ OXHN I37,Checking,$66701.55,2020-03-22 03:03:34,1P65xUZHCU1pQJymTdwiA559VeUupuFDiU,$737.66
BE18 5932 8042 6983,Checking,$70534.70,2020-04-30 19:30:42,1L8FrYVvYTRGFyf2KhXeZptsBnAer64Uhx,$-1178.19
NL34 MOUL 4292 3370 60,Brokerage,$86284.76,2019-09-03 19:54:17,1B2GoT4SkWgpJtubHE5H1QuoMGYVoPfJm,$40.58
KW51 SKGG MJZM ZUK2 ZGGZ IPV2 RYIR KV,Brokerage,$52083.09,2020-04-09 02:28:50,1FSt1FpgeYkPqpxyYXCjMFv1wpHBNvGhDT,$-641.85
SE02 4095 6337 3083 6729 8685,Checking,$39512.77,2020-02-25 22:20:04,1EAyvy87VX6BwCmyi8NWrz5MvrePAgpqZ9,$-1374.42
MK36 132A ATAU WACG R26,Brokerage,$19332.08,2019-09-02 11:07:13,14KsK5FtgDC2Q3u8ek4vMWDUDdvw3bH5ZY,$-65.60
MD83 9CQZ CDOC 2LJG FU7Y XQLP,Checking,$60720.79,2020-02-13 09:18:50,1DNhFjhUibUHne14cD6tQ4jAGQ3NM6ypxu,$719.06
SE56 0443 6483 6431 1702 5257,Checking,$69640.27,2019-09-05 00:25:28,1M7TUwBreyjGK3JQ6mUFZz2LbiEkt7zG3B,$-1336.49
FR40 6587 3206 22HL TBCQ HJXB B17,Savings,$63576.81,2020-06-06 12:28:07,1BaeJTsyXqxf1bfFBFuMmTAnpNB94cpeBx,$414.76
AL13 2820 7264 XZMH X7BD FBJH WLSE,Brokerage,$99994.94,2020-04-27 16:08:24,187BwoUD7MyDj9r11U2mn8jE5n6ZRCn4s6,$-792.52
DE67 3587 5155 8264 8179 02,Checking,$58470.44,2020-02-22 04:21:16,14HUf3oQA4vFj5zvpDuzcBHWJ3mTb5p1sE,$-314.67
LT59 2723 9397 9073 8304,Brokerage,$9014.57,2019-08-22 14:16:24,1FDyArwSBT258LSL5V9z4pVMX5pamM5oYB,$-1001.35
MK07 945S 0OVV VT4V 719,Checking,$66978.74,2019-08-08 17:09:10,1NnnH48iyMivTJ2uBFHn5yP9FLhZKdfz25,$866.86
KW97 INFI SIF1 TWGI TKMY GB6M ZM6S QF,Brokerage,$14666.39,2020-04-23 10:05:33,17uLgRpcPLfHeZT5hLQMzmv7NHGobFSJBT,$452.05
MD96 RETC UAIN 4VKV ALDJ UVTI,Checking,$49356.49,2019-10-29 13:10:55,1L2yJ9fN38pfqXEdbmqyPJe5vwaRNQUZSd,$-827.85
PS24 TZGC E38D F2EL DHYA IQTX 0MVM T,Checking,$21437.68,2020-04-13 05:46:24,1DgRAa8QMk6VQq9wHE1uKxKetarhwbxPXn,$-222.53
GR21 9807 145V Y1KM XFQN PKFW 3IT,Savings,$37341.68,2020-05-26 14:13:50,1NzWWNar2phycKdSSzdGzPfHTk6WspLACs,$427.83
AZ78 FBQH N0WM ZTTR G9MH VNBH XO7T,Checking,$29532.15,2020-01-29 21:57:27,1DuhXw1FZPUYy42gujb7Qyukgs5xdmZq1Z,$-715.83
MT63 RLZL 3066 2TF1 ORRL FMWX WJ0H O9L,Checking,$52820.04,2020-06-01 18:39:06,14MiZ532zGab2z4UDjB44kqBcurTgepU4d,$-1409.19
FR61 3993 1135 97BZ QNZO 7D7F K51,Savings,$23269.41,2019-12-17 06:25:47,1Mahm9TqzFSGGUPMzT23e2jW6k7Pc5VHJb,$-1030.90
FR76 9175 0419 34YE XZ7W YYC5 C69,Checking,$54243.92,2019-12-06 09:27:18,1AiFKa4ZoQzMHz4My5cJAfVXbGktibwWbV,$-1127.22
FR37 9188 6934 57WI HQDA MUXX H58,Checking,$52311.74,2019-11-21 03:39:28,1AjKsWthTVy3ifhMWVwPpED7v1DB6Ci1Xq,$291.84
BH81 JAEV IOOP YVZA EPJI 8U,Checking,$70300.98,2019-11-21 04:10:45,12sMte44PcHJRasCQSHWcYhWUmsdpzvo4J,$-242.38
SA49 710V O4KE FDXB JV0N V7GE,Savings,$32401.74,2020-05-17 23:53:02,13xDfembRpPWSCfYaZLU8JUkd8k1Stew3y,$-550.10
GR71 2107 860U CXLH LLNY MNP2 1QU,Brokerage,$95803.30,2020-01-05 09:47:55,13HCU1qoMqSRjwZ6nDmp6T2jkjMf66pfSL,$-953.37
PL64 7107 4711 9441 4318 3103 0387,Checking,$97849.54,2020-03-28 02:50:06,1MgaGWJ15dKg2Dx5W6aDeQgsQccjZpDmrP,$-705.72
GL67 5819 5103 8882 70,Checking,$2668.06,2019-12-17 17:15:25,19pyqJai1Nzw96CkxxBbvMwexnWa42Y6ZA,$-74.20
FR24 8306 2093 46Z9 HFZZ CUUB J64,Checking,$22786.43,2019-11-14 22:09:34,16sfu88G7d4sXm7GYQSQpcAhAUmSQK9mkW,$-959.06
KZ91 8015 KJ9R KAK6 2ROV,Checking,$1763.76,2020-03-03 14:19:17,1LSi3Nwc62ysV6vJu7Z75btDxWXbwMB7Xs,$-1450.06
PL54 7990 4028 4557 9642 4081 8036,Checking,$8931.57,2020-06-05 19:03:38,1JFRPmm676vd9cu8dtrogRL2FxQ5XfeSuA,$-440.33
SK46 3301 2974 9097 4772 1903,Brokerage,$15502.13,2019-08-05 17:05:22,1NKWiNVUeKbvfJmVZ1yGLkQXYa3JcMwZEH,$-513.56
BG56 HKPY 8261 88O0 HPT8 ER,Brokerage,$58886.97,2020-04-15 10:25:59,19JeD6BkyT74fvLxHUYd5S4K8ucLwhpF7F,$-1217.11
LT59 9113 2969 2725 0533,Brokerage,$49672.41,2020-03-14 23:35:12,12RypQgz7aCyGcoy2o3dYUzkPXxGNTFTHP,$-1384.82
TR34 6350 2JNO UQLL 7X6P I3OY J2,Brokerage,$27501.65,2019-10-06 12:53:06,17b4wJ4M3uKvnc5QqkVctiWpiN9LtwsBWT,$-190.65
FR47 2588 5626 86PW 4ZRX J2QF U19,Savings,$11753.83,2020-06-20 15:29:26,1FfdhtyAmXSgnoK8UqkEZUsHRYHK9id9zy,$-831.74
FR57 5435 9137 248C 9T47 MAIU M72,Brokerage,$75623.80,2019-07-28 14:31:54,14hAuQA37sRUCN1tT3CMB4dHYmsC1YkyBQ,$-620.31
FR84 4000 4129 31QU VSLA 0V9H 884,Checking,$11953.08,2020-01-19 02:27:31,1LYMAdFgGig2rwqoUWWGGPc6TtoVEjYvYi,$593.94
IT70 K716 8201 449V GA2S ETJY 0VL,Checking,$76193.75,2019-09-24 04:19:40,19GeQAY5D5kmgyLDgqbQcBfKBnMUoSssLw,$-613.78
DO75 LH5Y 3124 2971 8439 6132 9017,Checking,$46611.75,2019-09-11 15:14:23,14p1iVtDeSRG9oCmQUscHHh2nixuxTvy3m,$-842.94
BR27 1001 7889 0787 9984 2840 832V L,Checking,$14724.01,2020-01-07 12:50:51,1NQwtdr95fPrz4CrRpb9DQKpy5iHGYgipG,$772.70
SE59 4900 9376 7974 3391 9254,Checking,$16370.55,2020-06-17 19:56:30,199WQtjv31C2k5vV56yFRDbSDqeYV6m5jH,$-971.48
SM81 F327 4633 811E MDNL XNUO LB2,Savings,$78797.44,2019-08-19 08:45:00,1AVWre2x8uk2Bi6Tu15tvG4rdBPvEeeFio,$442.07
DO13 A2DE 0608 2359 6867 8574 8878,Checking,$33608.21,2019-10-28 13:34:18,1H3GoXyMCphK918wFZUtv8J3ubv9jH8ru9,$-766.01
BE58 6520 9010 6474,Checking,$79859.95,2019-09-21 16:53:37,1PDpMTLLVecuqPk1oDy57pq1YaJc4hUviY,$-1498.70
